StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
110,0,199805,2.62,62.47,-0.54,3.63,-1.62,2.97,139,127,-0.59,-0.3,0.52,1.84,1.6,1.6,2.08,49.78,75.15
110,0,199806,3.32,68.13,-0.04,3.71,1.34,3.49,230,47,0.84,0.07,0.11,2.4,1.82,1.58,2.27,55.9,80.35
110,0,199807,2.86,75.49,-0.05,3.31,-0.06,3.01,353,5,0.17,0.64,0.09,1.55,1.72,1.66,2.32,62.89,88.07
110,0,199808,2.42,74.03,-0.49,2.52,-1.34,1.68,339,7,-0.54,-0.33,0.24,0.43,1.73,1.53,2.2,61.07,86.95
110,0,199809,2.51,68.99,-0.89,1.82,-1.33,0.47,213,36,0.04,-0.29,-0.16,-0.05,1.91,1.54,2.02,56.01,81.95
110,0,199810,2.97,55.13,0.63,2.26,1.89,1.58,62,249,1.23,0.93,0.59,0.45,1.55,1.73,2.23,43.32,66.92
110,0,199811,2.63,44.91,0.73,2.2,0.5,1.64,22,486,0.67,1.26,1.04,0.93,0.94,1.94,2.08,35.04,54.73
110,0,199812,2.08,35.55,0.52,1.83,-0.4,1.12,12,718,-0.53,0.14,0.74,0.45,0.38,1.83,1.55,25.11,45.99
110,0,199901,3.13,33.78,1.2,2.37,2.18,2.3,12,841,1.51,0.69,0.88,0.94,0.81,1.59,1.53,23.13,44.46
110,0,199902,1.92,39.49,0.77,1.82,-0.91,1.3,12,635,-0.43,0.94,0.43,0.97,0.91,0.94,1.4,28.22,50.76
110,0,199903,2.19,42.8,0.21,1.16,-1.42,0,13,636,-0.62,-0.73,0.44,0.83,0.58,0.48,1.39,30.83,54.75
110,0,199904,2.87,51.55,0.53,1.38,1.01,0.62,44,327,0.78,0.13,-0.09,0.62,0.75,0.66,1.34,39.67,63.43
110,0,199905,2.91,60.06,0.52,1.28,0.14,0.56,98,152,0.02,0.5,0.07,0.28,0.82,0.77,1.41,47.37,72.73
110,0,199906,3.31,68.31,0.93,1.61,1.39,1.31,217,35,0.81,0.45,0.71,0.73,0.96,0.76,1.42,56.23,80.37
110,0,199907,2.58,74.3,0.87,1.49,0.12,1.17,367,7,-0.62,0.17,0.09,-0.1,0.44,0.6,1.43,61.74,86.86
110,0,199908,2.3,72.91,-0.36,0.97,-1.09,0.15,307,15,-0.89,-1.02,-0.29,-0.21,0.05,0.56,1.31,59.88,85.93
110,0,199909,2.52,64.35,-0.25,0.95,0.23,0.21,154,64,0.06,-0.47,-0.67,0.09,0.26,0.57,1.35,50.74,77.94
110,0,199910,1.57,54.75,-0.78,-0.78,-1.66,-0.78,57,272,-1.1,-0.74,-1.01,-0.6,-0.59,-0.06,1.09,40.62,68.88
110,0,199911,1.44,48.11,-2.07,-2.07,-4.12,-2.07,19,415,-1.33,-1.68,-1.26,-1.06,-0.83,-0.6,0.82,35.06,61.16
110,0,199912,1.73,36.1,-3.31,-3.31,-4.35,-3.31,6,755,-1.16,-1.68,-1.85,-1.63,-0.95,-0.74,0.65,25.11,47.1
110,0,200001,2.14,33.57,-4.31,-4.31,-4.03,-4.31,9,869,-0.23,-0.97,-1.51,-1.57,-1.19,-1.08,0.31,22.91,44.2
110,0,200002,2.12,39.78,-5.14,-5.14,-3.82,-5.14,11,629,0.03,-0.19,-0.9,-1.46,-1.25,-1.03,-0.01,28.36,51.19
110,0,200003,2.44,46.04,-5.16,-5.16,-1.63,-5.16,28,490,-0.07,-0.01,-0.2,-1.63,-1.5,-0.92,-0.21,33.98,58.08
110,0,200004,2.32,52.59,-4.94,-4.94,-0.95,-4.94,30,338,-0.43,-0.29,-0.21,-1.44,-1.57,-1.19,-0.28,39.42,65.77
110,0,200005,2.66,63.14,-5.02,-5.02,-1.77,-5.02,139,122,-0.5,-0.61,-0.51,-0.96,-1.45,-1.27,-0.31,50.27,75.99
110,0,200006,3.45,69.03,-4.05,-4.05,1.38,-3.47,223,31,1.17,0.3,0.03,-0.16,-1.15,-1.2,-0.28,56.44,81.59
110,0,200007,2.3,73.87,-4.07,-4.07,-1.33,-3.94,290,13,-1.39,-0.04,-0.33,-0.43,-1.09,-1.28,-0.45,60.82,86.92
110,0,200008,1.91,74.05,-4.75,-4.75,-3.28,-4.75,306,13,-2.13,-2.08,-0.93,-0.93,-1.14,-1.45,-0.59,60.75,87.33
110,0,200009,2.18,65.57,-4.7,-4.7,-1.34,-4.7,159,73,-0.68,-1.69,-2.02,-1.11,-1.03,-1.61,-0.71,52.05,79.09
110,0,200010,2.26,55.09,-4.24,-4.24,-0.06,-4.2,50,247,0.1,-0.32,-1.05,-0.88,-0.86,-1.39,-0.94,43.02,67.17
110,0,200011,2.73,38.03,-3.38,-3.38,1.26,-2.81,9,613,0.83,0.62,0.21,-0.38,-0.57,-0.84,-0.9,28.15,47.89
110,0,200012,1.71,28.44,-3.5,-3.5,-1.42,-3.41,4,984,-1.19,-0.16,-0.1,-1.06,-0.81,-0.84,-0.97,18.34,38.53
110,0,200101,1.85,31.35,-3.67,-3.67,-1.58,-3.67,3,920,-0.82,-1.36,-0.53,-0.99,-0.92,-0.91,-1.28,21.31,41.41
110,0,200102,2.21,33.98,-3.03,-3.03,0.78,-2.67,13,710,0.23,-0.49,-1.18,-0.5,-0.81,-0.89,-1.19,23.49,44.46
110,0,200103,2.57,41.49,-2.68,-2.68,0.12,-2.22,13,653,0.2,0.31,-0.28,-0.24,-1.04,-0.83,-1.05,30.72,52.23
110,0,200104,2.1,53.08,-3,-3,-1.77,-3,41,306,-0.97,-0.42,-0.21,-0.56,-1.02,-0.95,-1.27,40.73,65.43
110,0,200105,2.78,62.82,-3.12,-3.12,-1.31,-3.12,121,121,-0.25,-0.77,-0.48,-1.1,-0.66,-0.88,-1.29,49.5,76.12
110,0,200106,3.12,69.24,-2.65,-2.65,0.45,-2.41,223,32,0.35,0.02,-0.42,-0.52,-0.44,-1.02,-1.38,56.44,82.02
110,0,200107,2.72,74.48,-2.55,-2.55,-0.52,-2.45,306,10,-0.23,0.1,-0.11,-0.29,-0.51,-0.84,-1.35,61.84,87.1
110,0,200108,2.41,74.3,-2.82,-2.82,-1.59,-2.82,334,6,-0.57,-0.59,-0.22,-0.53,-0.94,-0.65,-1.34,61.18,87.42
110,0,200109,2.45,65.7,-2.69,-2.69,-0.49,-2.69,141,72,-0.09,-0.4,-0.43,-0.57,-0.64,-0.55,-1.38,52.54,78.84
110,0,200110,2.06,54.37,-2.52,-2.52,-0.32,-2.52,47,266,-0.24,-0.24,-0.45,-0.36,-0.46,-0.63,-1.3,41.23,67.51
110,0,200111,2.39,47.41,-2.74,-2.74,-1.43,-2.74,21,406,0.27,0.03,-0.02,-0.18,-0.4,-0.79,-1.02,35.78,59.02
110,0,200112,2.36,36.12,-2.97,-2.97,-1.53,-2.97,12,698,-0.03,0.19,0,-0.25,-0.4,-0.5,-0.81,26.08,46.17
110,0,200201,2.01,34.48,-3.34,-3.34,-2.03,-3.34,9,779,-0.48,-0.34,-0.09,-0.35,-0.31,-0.41,-0.79,23.9,45.07
110,0,200202,1.32,36.39,-3.83,-3.83,-2.5,-3.83,6,667,-1.94,-1.71,-1.29,-0.73,-0.69,-0.79,-1.02,24.22,48.54
110,0,200203,2.59,39.54,-3.2,-3.2,0.69,-2.88,18,621,0.24,-1.08,-1.23,-0.66,-0.72,-0.77,-0.95,27.37,51.73
110,0,200204,2.26,53.49,-3.36,-3.36,-1.46,-3.36,54,290,-0.57,-0.16,-1.21,-0.76,-0.83,-0.71,-0.97,41.04,65.95
110,0,200205,2.64,59.29,-3.12,-3.12,-0.32,-3.12,92,192,-0.54,-0.74,-0.43,-1.13,-0.83,-0.77,-0.98,46.09,72.46
110,0,200206,2.56,70.86,-3.34,-3.34,-1.61,-3.34,239,26,-0.88,-0.91,-0.98,-1.4,-1,-1,-1.24,57.74,83.98
110,0,200207,2.6,75.85,-3.56,-3.56,-1.7,-3.56,365,3,-0.56,-0.9,-0.95,-1.25,-1.03,-1.03,-1.17,62.91,88.79
110,0,200208,2.4,72.86,-3.76,-3.76,-1.69,-3.76,325,9,-0.6,-0.82,-1.05,-0.95,-1.31,-1.05,-1.06,59.77,85.95
110,0,200209,2.72,66.85,-0.04,-3.41,-0.13,-3.41,198,42,0.51,0.02,-0.25,-0.86,-1.26,-0.96,-0.94,54.05,79.63
110,0,200210,3.01,51.84,0.96,-2.1,2.89,-0.89,57,305,1.29,1.23,0.84,-0.1,-0.62,-0.57,-0.76,41.07,62.58
110,0,200211,1.94,41.97,0.71,-2.04,-0.46,-0.99,11,563,-0.48,0.58,0.65,-0.12,-0.35,-0.77,-0.98,31.19,52.74
110,0,200212,3,35.08,1.16,-1.3,1.57,0.34,5,813,1.12,0.4,0.97,0.58,-0.04,-0.49,-0.56,25.27,44.87
110,0,200301,1.33,32.81,0.76,-1.45,-0.85,-0.16,4,939,-2.01,-0.39,-0.55,0.1,-0.36,-0.73,-0.66,22.24,43.38
110,0,200302,2.57,32.79,1.32,-0.66,1.93,1.22,8,798,0.98,-0.75,0.17,0.55,-0.03,-0.24,-0.56,22.44,43.14
110,0,200303,2.48,43.3,0.96,-0.82,-0.67,0.73,25,573,0.02,0.68,-0.6,0.44,0.21,-0.27,-0.57,31.62,54.97
110,0,200304,2.63,51.89,0.93,-0.67,0.19,0.84,31,355,0.27,0.2,0.68,0.04,0.41,-0.08,-0.43,39.51,64.27
110,0,200305,3.27,60.98,1.1,1.1,0.8,1.1,110,173,0.72,0.65,0.48,0.41,0.68,0.18,-0.33,48.76,73.22
110,0,200306,3.45,68.05,1.62,1.62,1.91,1.62,185,44,1.17,1.15,0.99,0.28,0.78,0.57,-0.25,55.56,80.53
110,0,200307,2.64,75.47,1.6,1.6,0.45,1.6,335,5,-0.45,0.49,0.72,0.82,0.27,0.57,-0.3,62.22,88.7
110,0,200308,2.56,74.66,-0.23,1.21,-0.69,0.78,338,6,-0.15,-0.47,0.31,0.44,0.42,0.66,-0.25,61.88,87.42
110,0,200309,2.82,64.96,0.31,1.4,0.93,1.37,154,66,0.73,0.44,0.14,0.77,0.27,0.71,-0.17,52.05,77.86
110,0,200310,1.83,56.55,-0.49,0.76,-1.47,-0.14,64,262,-0.63,-0.07,-0.14,0.35,0.55,0.18,-0.24,43.39,69.71
110,0,200311,2.55,42.35,-0.38,0.75,0.18,-0.08,22,486,0.54,-0.05,0.24,0.3,0.43,0.44,-0.19,32,52.7
110,0,200312,2.38,35.29,-0.5,-0.5,-0.48,-0.5,4,788,0.01,0.39,-0.04,0,0.46,0.16,-0.13,25.14,45.45
110,0,200401,1.97,30.34,-0.74,-0.74,-0.86,-0.74,7,960,-0.57,-0.36,0.04,-0.08,0.27,0.43,-0.12,20.26,40.44
110,0,200402,2.45,33.57,-0.16,-0.16,1.51,0.5,7,762,0.74,0.05,0.06,0.19,0.25,0.37,0.18,23.38,43.77
110,0,200403,2.01,47.41,-1.28,-1.28,-3.4,-1.28,29,491,-1.05,-0.16,-0.54,-0.34,-0.24,0.18,0.03,35.53,59.25
110,0,200404,2.5,52.68,-1.3,-1.3,-0.47,-1.3,28,308,-0.02,-0.68,-0.11,-0.03,-0.14,0.17,0.09,39.97,65.37
110,0,200405,3.34,61.92,0.21,-0.96,0.63,-0.5,136,115,0.85,0.58,-0.05,-0.04,0.11,0.18,0.24,49.44,74.37
110,0,200406,3.51,68.09,0.87,0.87,2.05,0.87,205,41,1.32,1.34,0.99,0.32,0.18,0.19,0.51,55.76,80.38
110,0,200407,3.05,72.9,1.5,1.5,2.16,1.5,297,9,0.71,1.29,1.39,0.68,0.51,0.35,0.63,60.53,85.26
110,0,200408,3.04,70.16,2.33,2.33,2.96,2.33,250,21,1.1,1.27,1.71,0.78,0.61,0.59,0.82,57.78,82.53
110,0,200409,2.98,65.66,2.63,2.63,1.62,2.63,172,52,1.09,1.43,1.5,1.63,0.98,0.67,0.91,53.04,78.28
110,0,200410,3.04,55.36,3.17,3.17,2.41,3.17,68,256,1.34,1.57,1.83,2.21,1.61,1.26,0.95,44.37,66.36
110,0,200411,3.18,43.99,4,4,3.49,4,18,494,1.56,1.88,1.96,2.77,1.89,1.59,1.32,34.16,53.83
110,0,200412,2.18,35.06,4.5,4.5,2.72,4.5,5,799,-0.35,0.86,1.34,1.79,1.9,1.49,1.03,24.62,45.52
110,0,200501,2.7,33.39,4.99,4.99,2.87,4.99,11,849,0.8,0.29,1.07,1.81,2.08,1.74,1.31,23.92,42.87
110,0,200502,2.06,37.94,-0.08,4.4,-0.23,4.26,8,670,-0.1,0.54,0.22,1.53,2.05,1.59,1.17,27.73,48.15
110,0,200503,2.34,42.31,-0.34,3.67,-0.82,3.17,13,643,-0.29,-0.26,0.28,1.2,1.62,1.81,1.17,30.72,53.91
110,0,200504,2.57,52.27,-0.35,3.26,-0.12,2.66,24,313,0.14,-0.07,-0.1,0.75,1.47,1.8,1.14,39.36,65.16
110,0,200505,2.76,59.56,-0.34,2.89,-0.08,2.22,83,190,-0.29,-0.1,-0.24,-0.07,1.12,1.53,1.02,47.1,72
110,0,200506,3.14,69.21,0.2,2.79,0.6,2.29,245,31,0.4,0.02,0.07,0.16,0.94,1.36,0.96,56.91,81.48
110,0,200507,2.7,75.31,0.11,2.44,-0.22,1.82,367,4,-0.28,0.1,-0.13,-0.24,0.44,1.17,0.99,62.1,88.5
110,0,200508,2.99,73.2,0.37,2.45,0.81,2.05,346,8,0.98,0.44,0.55,0.03,0.13,1.16,1.12,60.46,85.95
110,0,200509,1.94,67.37,-0.79,1.41,-2.36,0.13,211,42,-1.2,-0.29,-0.37,-0.2,-0.06,0.66,0.88,53.91,80.83
110,0,200510,2.37,55.38,-0.62,1.35,0.25,0.18,55,241,0.28,-0.48,-0.05,-0.12,-0.22,0.36,1.08,43.3,67.44
110,0,200511,2.22,45.01,-0.91,0.86,-1.06,-0.62,20,470,-0.01,0.18,-0.35,-0.04,-0.19,-0.09,0.97,33.17,56.84
110,0,200512,2.29,32.7,-1.12,-1.12,-0.9,-1.12,5,862,-0.15,-0.08,0.06,-0.17,-0.12,-0.04,0.91,22.62,42.78
110,0,200601,2.61,38.93,-1.19,-1.19,-0.57,-1.19,14,685,0.64,0.31,0.24,0.11,0.05,-0.07,1.03,28.22,49.64
110,0,200602,1.52,34.83,-1.51,-1.51,-1.31,-1.51,5,722,-1.41,-0.39,-0.38,-0.49,-0.21,-0.32,0.78,22.98,46.69
110,0,200603,2.31,42.62,-1.68,-1.68,-1,-1.68,21,600,-0.35,-1.22,-0.52,-0.24,-0.38,-0.31,0.88,31.5,53.73
110,0,200604,2.54,55.26,-1.95,-1.95,-1.31,-1.95,55,273,0.07,-0.16,-0.9,-0.3,-0.3,-0.3,0.88,42.04,68.45
110,0,200605,2.29,62.28,-2.57,-2.57,-2.47,-2.57,109,142,-1.34,-0.85,-0.82,-0.85,-0.83,-0.51,0.59,49.06,75.49
110,0,200606,2.56,70.75,-2.94,-2.94,-1.9,-2.94,234,25,-0.88,-1.35,-1.05,-1.09,-0.74,-0.77,0.35,57.4,84.09
110,0,200607,2.46,76.41,-3.65,-3.65,-3.03,-3.65,383,3,-0.95,-1.09,-1.41,-1.42,-1,-0.86,0.17,63.23,89.58
110,0,200608,2.8,73.4,-3.63,-3.63,-1.07,-3.63,331,11,0.5,-0.36,-0.74,-1,-0.98,-0.94,0.12,60.66,86.13
110,0,200609,2.8,63.3,-2.87,-2.87,1.15,-2.36,135,86,0.69,0.78,0.2,-0.67,-0.83,-0.61,0.05,50.72,75.87
110,0,200610,2.9,52.59,-1.79,-1.79,2.37,-0.31,46,310,1.12,1.19,1.23,-0.18,-0.58,-0.37,0.01,40.5,64.67
110,0,200611,2.46,44.08,-1.51,-1.51,0.27,0.05,14,474,0.39,1.01,1.08,0.39,-0.15,-0.28,-0.2,32.63,55.53
110,0,200612,2.57,36.57,-1.18,-1.18,0.54,0.52,12,692,0.35,0.5,0.95,0.79,0.08,-0.15,-0.03,26.02,47.1
110,0,200701,2.22,31.35,-0.82,-0.82,0.7,1.03,10,840,-0.07,0.18,0.36,0.95,0.07,-0.3,-0.14,21.33,41.4
110,0,200702,1.76,32.41,-0.86,-0.86,-0.37,0.76,6,838,-0.81,-0.62,-0.23,0.64,0.19,-0.22,-0.23,21.94,42.89
110,0,200703,2.31,47.66,-1.62,-1.62,-2.56,-0.78,31,497,-0.35,-0.79,-0.72,0.37,0.34,-0.21,-0.23,35.28,60.03
110,0,200704,2.49,50.54,-1.37,-1.37,0.27,-0.47,24,373,-0.04,-0.23,-0.63,-0.07,0.54,-0.19,-0.25,38.23,62.83
110,0,200705,2.75,62.33,-1.62,-1.62,-1.19,-0.91,117,117,-0.31,-0.23,-0.37,-0.44,0.32,-0.01,-0.29,49.3,75.36
110,0,200706,2.91,69.87,-1.57,-1.57,-0.35,-0.89,232,27,-0.13,-0.3,-0.27,-0.66,0.09,0.13,-0.36,56.82,82.92
110,0,200707,2.88,74.7,-1.55,-1.55,-0.41,-0.91,308,6,0.22,0.02,-0.19,-0.55,-0.23,0.3,-0.34,61.95,87.44
110,0,200708,2.6,74.64,-1.77,-1.77,-1.14,-1.37,363,9,-0.04,0.04,-0.04,-0.36,-0.4,0.22,-0.44,61.83,87.48
110,0,200709,2.17,66.43,-2.1,-2.1,-1.54,-2.1,187,50,-0.7,-0.55,-0.34,-0.42,-0.71,-0.07,-0.4,53.46,79.41
110,0,200710,2.72,56.68,-1.63,-1.63,0.76,-1.22,80,181,0.84,0.22,0.15,-0.03,-0.37,-0.13,-0.31,44.35,68.99
110,0,200711,1.4,44.01,-2.48,-2.48,-3.04,-2.48,17,522,-1.4,-0.35,-0.57,-0.48,-0.58,-0.61,-0.54,32.09,55.9
110,0,200712,2.97,33.22,-2.34,-2.34,-0.36,-2.34,13,798,1.07,-0.24,0.24,-0.03,-0.16,-0.43,-0.29,23.47,42.98
110,0,200801,2.21,30.27,-2.39,-2.39,-0.86,-2.39,7,886,-0.09,0.65,-0.26,-0.11,-0.15,-0.41,-0.37,19.76,40.77
110,0,200802,2.47,34.7,0.48,-1.66,1.43,-0.98,12,729,0.78,0.43,0.97,0.15,0.08,-0.13,-0.11,23.38,46.02
110,0,200803,2.52,41.86,0.38,-1.54,-0.14,-0.87,18,611,0.1,0.6,0.4,0.42,0.15,-0.02,-0.05,29.66,54.07
110,0,200804,2.54,50.4,0.49,-1.23,0.46,-0.33,31,325,0.07,0.13,0.52,0.15,0.15,0.04,-0.05,37.33,63.46
110,0,200805,3,59.36,0.67,-0.88,0.67,0.28,93,188,0.2,0.19,0.16,0.7,0.19,0.13,0.1,46.56,72.14
110,0,200806,3,69.6,0.64,-0.75,0.12,0.42,262,29,0.07,0.15,0.14,0.29,0.33,0.15,0.22,56.57,82.63
110,0,200807,2.8,74.08,0.72,0.72,0.44,0.72,331,6,0,0.03,0.09,0.29,0.06,0.1,0.3,61.09,87.04
110,0,200808,3.05,72.28,1.18,1.18,1.6,1.18,281,15,1.12,0.76,0.58,0.34,0.79,0.31,0.38,59.61,84.94
110,0,200809,2.68,65.21,1.25,1.25,0.59,1.25,170,55,0.42,0.99,0.81,0.53,0.6,0.55,0.34,52.43,77.99
110,0,200810,2.18,53.98,1.22,1.22,0.28,1.22,48,283,-0.03,0.18,0.6,0.45,0.55,0.31,0.14,41.16,66.81
110,0,200811,1.95,43.92,-0.37,0.73,-1.1,-0.04,12,535,-0.46,-0.33,-0.1,0.17,0.16,0.55,-0.01,32.9,54.93
110,0,200812,2.84,31.87,-0.05,0.93,0.84,0.61,8,827,0.83,0.23,0.14,0.47,0.41,0.5,0.11,21.15,42.6
110,0,200901,1.6,31.05,-0.34,-0.34,-0.9,-0.34,7,952,-1.37,-0.25,-0.44,0.04,0.09,0.2,-0.04,19.76,42.31
110,0,200902,1.55,36.77,-0.81,-0.81,-1.5,-0.81,8,695,-1.33,-2.03,-0.9,-0.59,-0.28,-0.21,-0.1,25.03,48.51
110,0,200903,2.7,42.87,0.04,0.04,0.13,-0.68,19,578,0.46,-0.49,-1.33,-0.6,-0.17,-0.11,0.01,30.9,54.84
110,0,200904,2.83,50.92,0.41,0.41,1.12,0.41,30,334,0.7,0.73,0.03,-0.32,0.03,0.06,0.1,38.41,63.41
110,0,200905,3.31,61.65,0.58,0.58,0.65,0.58,118,136,0.8,0.95,0.91,0.09,0,0.17,0.21,49.14,74.17
110,0,200906,3.01,68.54,0.68,0.68,0.47,0.68,221,43,0.1,0.59,0.78,-0.26,-0.11,0.16,0.24,56.48,80.56
110,0,200907,3.07,72.63,1.18,1.18,1.71,1.18,286,15,0.76,0.48,0.76,0.39,0.03,0.26,0.28,59.94,85.32
110,0,200908,2.69,71.89,1.42,1.42,1.07,1.42,303,14,0.21,0.58,0.47,0.92,0.22,0.11,0.31,59.18,84.6
110,0,200909,2.54,66.38,1.24,1.24,-0.09,1.11,168,62,0.11,0.2,0.51,0.83,0,0.04,0.41,53.83,78.93
110,0,200910,4.29,50.5,3.41,3.41,6.9,3.41,47,333,3.09,2.54,2.33,2.17,1.66,1.05,0.91,40.1,60.89
110,0,200911,1.63,45.84,3.05,3.05,-0.03,2.98,17,447,-1.01,1.59,1.34,1.34,1.51,0.88,0.97,34.12,57.54
110,0,200912,3.08,29.64,4.16,4.16,4.27,4.16,7,874,1.27,0.14,1.83,1.68,1.69,1.01,0.97,20.3,38.98
110,0,201001,2.62,30.67,4.65,4.65,2.76,4.65,3,930,0.66,1.27,0.43,1.64,1.68,1.42,1.02,21.31,40.03
110,0,201002,2.01,31.8,4.3,4.3,0.37,4.3,2,811,-0.22,0.35,1.04,1.54,1.55,1.69,0.89,22.44,41.16
110,0,201003,2.3,43.57,3.42,3.42,-1.31,2.86,7,552,-0.37,-0.4,0.08,1.46,1.43,1.53,0.86,32.02,55.11
110,0,201004,2.38,53.24,2.73,2.73,-1.02,1.73,35,272,-0.29,-0.41,-0.45,0.09,1.18,1.31,0.82,40.33,66.15
110,0,201005,3.32,59.88,2.9,2.9,1.37,2.38,127,141,0.82,0.4,0.1,0.7,1.3,1.31,0.89,47.75,72.01
110,0,201006,3.49,70.48,3.03,3.03,1.28,2.92,282,31,1.27,1.28,0.82,0.57,1.58,1.55,1.05,58.39,82.58
110,0,201007,3.32,74.71,3.48,3.48,2.3,3.48,375,6,1.48,1.75,1.7,0.65,0.73,1.69,1.22,62.44,87.01
110,0,201008,2.51,74.05,3.12,3.12,-0.01,3.06,351,9,-0.29,0.72,1.27,0.67,1.09,1.6,1.06,61.27,86.83
110,0,201009,2.78,66.49,2.96,2.96,0.49,2.96,194,52,0.64,0.29,0.91,1.11,0.9,1.75,1.12,53.19,79.79
110,0,201010,1.97,56.14,2.36,2.36,-0.9,1.92,53,238,-0.39,0.05,-0.09,0.96,0.45,0.59,1.09,42.84,69.44
110,0,201011,2.22,42.31,1.97,1.97,-0.44,1.3,13,527,-0.01,-0.27,0.04,0.61,0.46,0.86,1.16,30.81,53.82
110,0,201012,2.45,32.47,1.72,1.72,-0.14,0.95,2,904,0.13,0.1,-0.15,0.3,0.61,0.56,1,22.91,42.03
110,0,201101,1.65,29.71,1.06,1.06,-1.44,-0.28,5,957,-1.25,-0.68,-0.5,-0.41,0.39,0.1,0.97,19.36,40.05
110,0,201102,1.98,33.04,1.02,1.02,0.21,-0.2,8,744,-0.29,-1.19,-0.79,-0.43,0.1,0.08,1.06,21.67,44.42
110,0,201103,2.91,43.07,1.16,1.16,0.72,0.21,24,583,0.87,0.46,-0.4,-0.34,0.07,0.37,1.14,31.84,54.3
110,0,201104,3.42,51.96,1.85,1.85,2.45,1.61,53,315,1.86,1.62,1.27,0.5,0.31,0.89,1.27,39.72,64.2
110,0,201105,3.43,59.13,2.32,2.32,1.96,2.32,105,157,1.02,1.76,1.71,0.79,0.61,0.92,1.33,47.05,71.19
110,0,201106,2.58,69.82,-0.38,1.7,-1.14,1.13,259,38,-0.84,0.17,1.07,0.46,0.22,0.49,1.25,56.93,82.71
110,0,201107,2.44,76.14,-0.82,1.05,-1.43,-0.18,404,7,-1,-1.09,-0.29,0.61,0.15,0.07,1.1,63.36,88.9
110,0,201108,2.34,75,-1.53,-1.53,-2.38,-1.53,349,9,-0.77,-1.19,-1.28,0.51,-0.01,0,1,61.65,88.36
110,0,201109,2.48,66.09,-1.58,-1.58,-0.62,-1.58,174,57,-0.03,-0.47,-0.86,0.24,-0.04,-0.14,1,52.74,79.43
110,0,201110,2.14,55.09,-1.54,-1.54,-0.37,-1.54,48,257,-0.1,-0.11,-0.41,-0.45,0.25,-0.04,0.37,42.35,67.8
110,0,201111,2.47,43.75,-1.57,-1.57,-0.58,-1.57,17,473,0.4,0.21,0.14,-0.62,0.42,0.05,0.63,32.4,55.09
110,0,201112,2.26,35.4,-1.89,-1.89,-1.43,-1.89,10,727,-0.21,0.17,0.05,-0.41,0.17,-0.03,0.41,25.27,45.52
110,0,201201,2.09,36.12,-2.31,-2.31,-1.84,-2.31,11,765,-0.32,-0.36,-0.03,-0.29,-0.34,0.16,0.26,24.67,47.59
110,0,201202,1.85,37.51,-2.38,-2.38,-0.93,-2.38,12,632,-0.59,-0.68,-0.64,-0.27,-0.79,0.09,0.21,26.96,48.07
110,0,201203,2.87,50.41,-2.72,-2.72,-1.77,-2.72,48,381,0.79,0.22,-0.06,0,-0.39,0.1,0.37,37.96,62.85
110,0,201204,2.23,54.68,-3.11,-3.11,-1.99,-3.11,47,293,-0.65,0.19,-0.12,-0.09,-0.33,-0.39,0.33,41.72,67.64
110,0,201205,2.5,63.45,-3.57,-3.57,-2.35,-3.57,154,98,-0.85,-1.01,-0.31,-0.67,-0.4,-0.8,0.07,50.23,76.64
110,0,201206,2.24,70.54,-4.12,-4.12,-2.75,-4.12,232,31,-1.52,-1.49,-1.49,-1.12,-0.77,-0.94,-0.26,56.88,84.2
110,0,201207,2.51,76.77,-4.79,-4.79,-3.3,-4.79,402,4,-0.81,-1.45,-1.47,-1.11,-0.89,-0.9,-0.51,63.55,89.96
110,0,201208,2.47,73.8,-5.11,-5.11,-2.43,-5.11,327,8,-0.4,-0.85,-1.43,-1.09,-1.17,-0.86,-0.51,60.21,87.39
110,0,201209,2.34,66.31,-4.99,-4.99,-1.23,-4.99,172,60,-0.33,-0.48,-0.78,-1.46,-1.26,-0.94,-0.66,52.54,80.08
110,0,201210,2.23,53.89,-4.43,-4.43,0.14,-4.32,53,263,0.05,-0.17,-0.32,-1.18,-1.05,-0.92,-0.61,41.7,66.07
110,0,201211,1.32,44.01,-5.23,-5.23,-3.78,-5.23,12,543,-1.54,-1.02,-0.93,-1.41,-1.27,-1.39,-0.86,32.09,55.92
110,0,201212,2.88,35.92,-5.27,-5.27,-1.73,-5.27,10,702,0.91,-0.44,-0.33,-0.65,-1.18,-1.13,-0.69,26.02,45.82
110,0,201301,2.37,32.25,-5.31,-5.31,-1.75,-5.31,14,833,0.21,0.73,-0.27,-0.39,-1.01,-0.96,-0.44,21.79,42.71
110,0,201302,2.02,34.77,-4.9,-4.9,-0.42,-4.9,10,738,-0.19,0.01,0.58,-0.35,-0.92,-0.91,-0.43,24.08,45.46
110,0,201303,1.72,40.91,-5.18,-5.18,-2.35,-5.18,10,664,-1.81,-1.39,-0.96,-0.8,-0.96,-1.35,-0.74,29.1,52.7
110,0,201304,2.9,49.68,0.58,-4.07,1.75,-3.36,32,349,0.84,-0.5,-0.52,-0.53,-0.6,-1.13,-0.89,37.26,62.06
110,0,201305,3.35,60.85,0.88,-3.29,1.08,-2.14,98,136,0.87,1.08,0.07,0.38,-0.27,-0.76,-0.92,48.18,73.53
